transaction_id,company_id,employee_id,employee_name,merchant_name,category,transaction_timestamp,amount,is_international,merchant_country,employee_avg_amount,employee_amount_stddev,transactions_in_burst,large_transaction_flag,unusual_amount_flag,velocity_flag,international_risk_flag,fraud_risk_score,fraud_risk_level
18933,5,691,Brandy Brady,"Acevedo, Miller and Edwards",Software,2025-10-03 02:49:13.672950,7643.37,True,JP,363.68,1379.72,1,1,1,0,1,3,high_risk
23784,56,1520,Jennifer Williams,"Macdonald, Willis and Silva",Cloud Infrastructure,2025-07-19 08:04:13.672950,7376.04,True,GB,351.91,1311.82,1,1,1,0,1,3,high_risk
22340,17,1357,Todd White,Richard-Russell,Software,2025-09-12 04:30:13.672950,7244.57,True,CA,450.19,1454.0,1,1,1,0,1,3,high_risk
34724,49,1979,Stephanie Jennings,Microsoft,Cloud Infrastructure,2026-05-03 19:04:13.672950,7067.86,True,GB,475.2,1556.93,1,1,1,0,1,3,high_risk
38501,18,1331,Mr. Isaac Williams,"Harrell, Moore and Cox",Advertising,2025-08-04 15:34:13.672950,6678.51,True,DE,550.72,1639.08,1,1,1,0,1,3,high_risk
33258,17,487,Jeremy Adams,Mooney and Sons,Meals,2026-04-24 05:45:13.672950,6672.97,True,JP,400.55,1315.7,1,1,1,0,1,3,high_risk
19931,4,1565,Craig Chang,Smith Ltd,Cloud Infrastructure,2026-02-06 21:24:13.672950,6640.37,True,CA,363.21,1250.87,1,1,1,0,1,3,high_risk
23378,17,349,Amanda Harris,Hernandez-Henderson,Transportation,2025-09-24 21:30:13.672950,6292.18,True,DE,359.87,1269.86,1,1,1,0,1,3,high_risk
8575,67,270,Richard Jones,Hawkins Inc,Travel,2026-01-26 21:52:13.672950,6136.95,True,GB,287.1,1089.71,1,1,1,0,1,3,high_risk
14117,76,533,Kristi Williams,Mitchell-Jackson,Professional Services,2025-08-08 00:43:13.672950,6040.11,True,CA,351.96,1188.71,1,1,1,0,1,3,high_risk
33851,81,1314,Michael Vasquez,"Acevedo, Miller and Edwards",Software,2026-05-19 15:19:13.672950,6000.0,True,JP,342.6,1235.99,1,1,1,0,1,3,high_risk
38569,3,692,Anthony Ramirez,Hernandez-Henderson,Transportation,2026-01-22 06:32:13.672950,6000.0,True,DE,397.94,1287.72,1,1,1,0,1,3,high_risk
7191,25,1537,Bruce Patton,"Leach, Skinner and Mills",Transportation,2025-09-01 01:36:13.672950,6000.0,True,CA,360.24,1165.6,1,1,1,0,1,3,high_risk
7541,69,689,Eileen Armstrong,Smith Ltd,Cloud Infrastructure,2026-04-28 01:56:13.672950,6000.0,True,CA,421.75,1290.28,1,1,1,0,1,3,high_risk
8718,51,1036,Katherine Underwood,Harrington-Alvarez,Office Supplies,2026-07-02 18:20:13.672950,6000.0,True,CA,360.53,1161.37,1,1,1,0,1,3,high_risk
8945,17,120,April Booth,"Hogan, Zimmerman and Hoffman",Advertising,2026-05-11 12:36:13.672950,6000.0,True,GB,563.0,1514.25,1,1,1,0,1,3,high_risk
9645,11,1290,Ashley Montgomery MD,Amazon,Professional Services,2026-06-16 15:34:13.672950,6000.0,True,DE,326.51,1140.63,1,1,1,0,1,3,high_risk
9802,63,587,Cassie Jefferson,"Smith, Morgan and Young",Meals,2025-10-06 07:41:13.672950,6000.0,True,JP,458.85,1324.6,1,1,1,0,1,3,high_risk
10105,44,14,Melissa Marshall,Hernandez-Henderson,Transportation,2025-12-31 10:36:13.672950,6000.0,True,DE,605.06,1633.03,1,1,1,0,1,3,high_risk
12982,32,86,Scott Wilson,Microsoft,Cloud Infrastructure,2025-10-17 20:06:13.672950,6000.0,True,GB,391.53,1292.5,1,1,1,0,1,3,high_risk
13100,1,1224,Lauren Bailey,Microsoft,Cloud Infrastructure,2026-02-17 06:43:13.672950,6000.0,True,GB,378.66,1203.26,1,1,1,0,1,3,high_risk
13729,38,1220,Angie Hill,"Brown, Orozco and Butler",Office Supplies,2026-06-08 10:13:13.672950,6000.0,True,CA,510.91,1330.09,1,1,1,0,1,3,high_risk
14392,65,1526,Cheyenne Bass,Clark-Haley,Cloud Infrastructure,2026-03-12 04:26:13.672950,6000.0,True,DE,267.69,1033.25,1,1,1,0,1,3,high_risk
14500,9,501,Carmen Bond,Hamilton Group,Transportation,2026-03-08 09:24:13.672950,6000.0,True,CA,308.06,1164.73,1,1,1,0,1,3,high_risk
15490,95,690,Kayla Mccullough,"Armstrong, Taylor and Gray",Advertising,2025-08-08 23:04:13.672950,6000.0,True,JP,746.44,1580.91,1,1,1,0,1,3,high_risk
15725,6,655,Daniel Ramirez,Howard LLC,Meals,2026-04-21 19:10:13.672950,6000.0,True,DE,383.66,1233.25,1,1,1,0,1,3,high_risk
15990,31,1067,Luis Lowe,Slack,Software,2026-05-19 10:39:13.672950,6000.0,True,DE,304.1,1121.27,1,1,1,0,1,3,high_risk
16511,67,873,Daniel Little,Clark-Haley,Cloud Infrastructure,2025-11-23 03:44:13.672950,6000.0,True,DE,405.53,1358.44,1,1,1,0,1,3,high_risk
16604,25,192,Madison Marshall,"Leach, Skinner and Mills",Transportation,2026-04-17 23:41:13.672950,6000.0,True,CA,421.24,1319.96,1,1,1,0,1,3,high_risk
16846,80,199,Lisa Crosby,"Crane, James and Ross",Cloud Infrastructure,2026-05-13 20:13:13.672950,6000.0,True,DE,422.76,1317.46,1,1,1,0,1,3,high_risk
17980,52,146,Thomas Smith,Howard LLC,Meals,2026-03-01 22:00:13.672950,6000.0,True,DE,363.34,1155.63,1,1,1,0,1,3,high_risk
18112,12,497,Melanie Larson,Gutierrez-Marshall,Transportation,2026-02-04 17:39:13.672950,6000.0,True,GB,302.24,1121.5,1,1,1,0,1,3,high_risk
20686,30,1309,Mario Black,Howard LLC,Meals,2026-06-23 08:39:13.672950,6000.0,True,DE,353.82,1135.46,1,1,1,0,1,3,high_risk
21645,80,1881,Kathleen Ward,"Vargas, Allen and Schroeder",Travel,2026-05-28 16:57:13.672950,6000.0,True,CA,368.44,1233.89,1,1,1,0,1,3,high_risk
21727,90,810,James Simmons MD,Williams PLC,Travel,2026-05-14 13:18:13.672950,6000.0,True,CA,374.63,1232.26,1,1,1,0,1,3,high_risk
22769,80,1789,Mr. Joseph Kelley,Williamson and Sons,Software,2025-10-01 10:30:13.672950,6000.0,True,JP,475.26,1429.65,1,1,1,0,1,3,high_risk
23144,88,1874,Carolyn Webster,Torres-Brooks,Meals,2025-10-02 19:21:13.672950,6000.0,True,JP,629.97,1663.49,1,1,1,0,1,3,high_risk
23394,98,1703,George Huff,Maldonado-Becker,Travel,2025-10-14 08:00:13.672950,6000.0,True,GB,299.89,1099.65,1,1,1,0,1,3,high_risk
23584,37,949,Kristin Gaines,Williams PLC,Travel,2025-08-07 03:46:13.672950,6000.0,True,CA,419.61,1285.09,1,1,1,0,1,3,high_risk
24008,77,1692,George Le,"Casey, Meza and Colon",Office Supplies,2026-05-10 23:33:13.672950,6000.0,True,JP,392.69,1208.89,1,1,1,0,1,3,high_risk
27476,24,1168,Ruth Guerrero,Montes-Hammond,Professional Services,2025-11-23 19:26:13.672950,6000.0,True,CA,628.5,1627.03,1,1,1,0,1,3,high_risk
27662,27,1345,Kimberly Henry,Smith Ltd,Cloud Infrastructure,2026-04-22 09:00:13.672950,6000.0,True,CA,634.61,1660.61,1,1,1,0,1,3,high_risk
27736,93,134,Gina French,Henderson LLC,Meals,2025-12-21 18:18:13.672950,6000.0,True,CA,659.72,1656.23,1,1,1,0,1,3,high_risk
28466,94,339,Heather Ashley,Sanchez Group,Software,2025-12-30 09:23:13.672950,6000.0,True,GB,308.07,1142.4,1,1,1,0,1,3,high_risk
44497,49,813,Kathleen Andrade,Amazon,Professional Services,2026-05-04 02:54:13.672950,6000.0,True,DE,560.8,1354.82,1,1,1,0,1,3,high_risk
38708,55,342,James Burgess,"Leach, Skinner and Mills",Transportation,2025-09-21 22:16:13.672950,6000.0,True,CA,337.58,1183.23,1,1,1,0,1,3,high_risk
1254,24,1168,Ruth Guerrero,"Leach, Skinner and Mills",Transportation,2026-06-17 23:01:13.672950,6000.0,True,CA,628.5,1627.03,1,1,1,0,1,3,high_risk
46660,97,233,Carlos Brown,Rhodes-Thompson,Cloud Infrastructure,2025-12-27 17:40:13.672950,6000.0,True,GB,343.67,1060.71,1,1,1,0,1,3,high_risk
47807,16,518,Nathan Coleman,Fitzgerald-Dorsey,Transportation,2026-04-06 07:22:13.672950,6000.0,True,JP,289.06,1084.14,1,1,1,0,1,3,high_risk
47954,2,100,Rick Lawrence,"Church, Guzman and Tucker",Transportation,2025-07-28 02:59:13.672950,6000.0,True,GB,505.88,1235.75,1,1,1,0,1,3,high_risk
48176,53,1684,Dale Spencer,Gutierrez-Marshall,Transportation,2026-03-17 10:53:13.672950,6000.0,True,GB,359.35,1263.21,1,1,1,0,1,3,high_risk
48588,2,1291,Jean Perez,"Church, Guzman and Tucker",Transportation,2026-01-18 21:40:13.672950,6000.0,True,GB,413.65,1262.1,1,1,1,0,1,3,high_risk
2171,31,1117,Elizabeth Walters,Gutierrez-Marshall,Transportation,2026-04-21 11:41:13.672950,6000.0,True,GB,282.94,1083.59,1,1,1,0,1,3,high_risk
2239,55,1236,Harry Nichols,Clark-Haley,Cloud Infrastructure,2026-03-26 13:54:13.672950,6000.0,True,DE,504.01,1525.18,1,1,1,0,1,3,high_risk
3162,75,118,Brandon King,"Acevedo, Miller and Edwards",Software,2025-11-23 23:35:13.672950,6000.0,True,JP,299.59,1141.56,1,1,1,0,1,3,high_risk
11141,75,776,Brittany Randolph,"Coleman, Jones and Wright",Meals,2025-09-13 11:34:13.672950,6000.0,True,CA,681.37,1698.44,1,1,1,0,1,3,high_risk
11782,62,1535,Gina Brooks,Williamson and Sons,Software,2025-08-20 04:01:13.672950,6000.0,True,JP,429.15,1354.57,1,1,1,0,1,3,high_risk
11865,62,357,Holly Salinas,"Hamilton, Green and Edwards",Professional Services,2026-04-12 23:41:13.672950,6000.0,True,GB,534.85,1392.42,1,1,1,0,1,3,high_risk
12021,60,1991,Michael Gill,Williams PLC,Travel,2025-07-16 00:42:13.672950,6000.0,True,CA,504.53,1402.17,1,1,1,0,1,3,high_risk
18636,80,133,Benjamin Barton,Gutierrez-Marshall,Transportation,2026-01-06 03:57:13.672950,6000.0,True,GB,411.16,1339.37,1,1,1,0,1,3,high_risk
6932,97,1890,Michael Madden,Duffy-Wilkerson,Software,2026-01-10 23:44:13.672950,6000.0,True,CA,280.77,1101.81,1,1,1,0,1,3,high_risk
18954,89,1867,Caleb Guzman,Yates-Manning,Office Supplies,2026-01-28 23:41:13.672950,6000.0,True,CA,321.04,1115.83,1,1,1,0,1,3,high_risk
36382,64,1853,Tiffany Mathis,Microsoft,Cloud Infrastructure,2026-05-08 19:28:13.672950,6000.0,True,GB,366.33,1231.99,1,1,1,0,1,3,high_risk
366,26,819,Erica Nelson,"Hogan, Zimmerman and Hoffman",Advertising,2025-08-26 13:40:13.672950,6000.0,True,GB,452.59,1187.62,1,1,1,0,1,3,high_risk
6271,72,1096,Jose Townsend,"Wade, Richard and Hall",Professional Services,2026-02-10 00:05:13.672950,6000.0,True,JP,455.04,1264.78,1,1,1,0,1,3,high_risk
19856,69,769,Jose Williams,Torres-Brooks,Meals,2025-09-26 12:59:13.672950,6000.0,True,JP,379.71,1325.96,1,1,1,0,1,3,high_risk
5683,48,285,Tiffany Stevenson,"Harris, Stephens and Kramer",Professional Services,2026-06-20 14:38:13.672950,6000.0,True,DE,359.45,1164.74,1,1,1,0,1,3,high_risk
5146,5,934,Sara Hoffman,Williams PLC,Travel,2026-06-07 06:55:13.672950,6000.0,True,CA,339.3,1208.5,1,1,1,0,1,3,high_risk
24778,32,1955,Taylor Harris,Davis-Henderson,Advertising,2026-02-07 13:03:13.672950,6000.0,True,CA,457.05,1316.87,1,1,1,0,1,3,high_risk
25673,55,1236,Harry Nichols,Barnes Group,Travel,2026-04-23 06:08:13.672950,6000.0,True,GB,504.01,1525.18,1,1,1,0,1,3,high_risk
25928,87,1133,Matthew Steele,Amazon,Professional Services,2026-03-31 14:19:13.672950,6000.0,True,DE,450.76,1396.95,1,1,1,0,1,3,high_risk
26533,57,154,William Hodges,"Johnson, Collier and Powers",Cloud Infrastructure,2025-10-26 09:54:13.672950,6000.0,True,GB,544.03,1469.63,1,1,1,0,1,3,high_risk
28918,53,1353,Walter Fuentes,Mann PLC,Meals,2025-08-20 03:08:13.672950,6000.0,True,DE,462.84,1480.89,1,1,1,0,1,3,high_risk
29820,78,1032,Heidi Chavez,Hernandez-Henderson,Transportation,2026-02-08 17:42:13.672950,6000.0,True,DE,303.1,1188.2,1,1,1,0,1,3,high_risk
30295,45,1641,John Alvarez,Mccoy Ltd,Cloud Infrastructure,2025-07-09 09:04:13.672950,6000.0,True,GB,352.3,1183.89,1,1,1,0,1,3,high_risk
31321,88,1623,Laura Rivera,Martinez and Sons,Cloud Infrastructure,2025-11-20 04:14:13.672950,6000.0,True,CA,393.27,1112.96,1,1,1,0,1,3,high_risk
31502,74,623,Douglas Hartman,Microsoft,Cloud Infrastructure,2025-11-22 05:36:13.672950,6000.0,True,GB,239.11,1035.62,1,1,1,0,1,3,high_risk
31583,82,1591,Mary Chavez,Amazon,Professional Services,2026-04-01 00:41:13.672950,6000.0,True,DE,332.51,1159.22,1,1,1,0,1,3,high_risk
31673,33,1047,Ashley Sandoval,Fitzgerald-Dorsey,Transportation,2026-05-11 16:00:13.672950,6000.0,True,JP,311.35,1117.98,1,1,1,0,1,3,high_risk
31700,87,1465,Luis Watts,Richard-Russell,Software,2025-11-12 19:51:13.672950,6000.0,True,CA,365.53,1160.19,1,1,1,0,1,3,high_risk
4822,69,1385,Samantha Ellison,"Wood, Crane and Guzman",Office Supplies,2025-08-04 04:46:13.672950,6000.0,True,GB,386.81,1128.65,1,1,1,0,1,3,high_risk
49476,17,700,Sheila Boone,Rhodes-Thompson,Cloud Infrastructure,2026-01-30 01:48:13.672950,6000.0,True,GB,374.35,1210.51,1,1,1,0,1,3,high_risk
49568,5,547,Colton Figueroa,Keller Ltd,Professional Services,2025-10-16 01:09:13.672950,6000.0,True,CA,556.77,1515.68,1,1,1,0,1,3,high_risk
49710,50,742,Micheal Wang,Slack,Software,2026-01-25 01:53:13.672950,6000.0,True,DE,356.91,1137.91,1,1,1,0,1,3,high_risk
6545,25,1028,Stefanie Hart,Smith Ltd,Cloud Infrastructure,2026-01-14 16:18:13.672950,6000.0,True,CA,484.83,1388.9,1,1,1,0,1,3,high_risk
5865,32,1683,Ryan Hodges,Amazon,Professional Services,2025-12-15 09:02:13.672950,6000.0,True,DE,364.59,1206.42,1,1,1,0,1,3,high_risk
4255,92,585,Denise Glass,"Hamilton, Green and Edwards",Professional Services,2026-04-21 17:40:13.672950,6000.0,True,GB,335.73,1161.73,1,1,1,0,1,3,high_risk
41463,44,111,Laura Hines,"Vargas, Allen and Schroeder",Travel,2025-10-02 02:06:13.672950,6000.0,True,CA,301.97,1045.99,1,1,1,0,1,3,high_risk
42485,17,1733,David Gutierrez,"Coleman, Jones and Wright",Meals,2025-10-01 05:29:13.672950,6000.0,True,CA,304.46,1188.03,1,1,1,0,1,3,high_risk
4214,7,849,Evan Lamb,Montes-Hammond,Professional Services,2026-03-19 06:33:13.672950,6000.0,True,CA,481.61,1408.51,1,1,1,0,1,3,high_risk
42506,59,1621,Lisa Berger,Sanchez Group,Software,2026-01-03 10:28:13.672950,6000.0,True,GB,345.62,1183.02,1,1,1,0,1,3,high_risk
1530,2,95,Deborah Miller,Young-Hawkins,Office Supplies,2025-10-03 22:02:13.672950,6000.0,True,GB,344.45,1117.58,1,1,1,0,1,3,high_risk
5922,82,1496,Matthew Chavez,Torres-Brooks,Meals,2026-02-11 12:30:13.672950,6000.0,True,JP,358.89,1158.86,1,1,1,0,1,3,high_risk
43381,27,791,Ashley Garcia,Gutierrez-Marshall,Transportation,2025-07-25 16:09:13.672950,6000.0,True,GB,369.34,1178.32,1,1,1,0,1,3,high_risk
37688,98,1301,Christopher Smith,"Lewis, Holloway and Acosta",Software,2025-08-13 13:31:13.672950,6000.0,True,DE,537.66,1473.83,1,1,1,0,1,3,high_risk
35639,6,1038,Bryan Phelps,"Acevedo, Miller and Edwards",Software,2025-12-27 08:48:13.672950,6000.0,True,JP,312.89,1064.31,1,1,1,0,1,3,high_risk
4201,25,1562,Brandon Myers,"Church, Guzman and Tucker",Transportation,2026-01-07 18:50:13.672950,6000.0,True,GB,402.68,1155.21,1,1,1,0,1,3,high_risk
40430,92,102,Chase Baker,Google Cloud,Advertising,2025-11-05 02:27:13.672950,6000.0,True,JP,471.43,1478.86,1,1,1,0,1,3,high_risk
4119,87,1311,Matthew Patel,"Wade, Richard and Hall",Professional Services,2026-03-22 20:49:13.672950,6000.0,True,JP,358.22,1238.65,1,1,1,0,1,3,high_risk
39485,8,1431,Kari Harper,Barnes Group,Travel,2025-11-10 05:20:13.672950,6000.0,True,GB,325.68,1186.61,1,1,1,0,1,3,high_risk
7012,1,167,Ashley James,Duffy-Wilkerson,Software,2025-07-26 23:44:13.672950,6000.0,True,CA,493.9,1278.11,1,1,1,0,1,3,high_risk
19722,76,500,Stephanie Harris,Torres Group,Office Supplies,2025-11-30 10:47:13.672950,5680.8,True,CA,351.7,1195.26,1,1,1,0,1,3,high_risk
62,88,768,Michael Williams,Brooks-Hickman,Transportation,2025-08-16 08:23:13.672950,5391.1,True,DE,497.03,1412.84,1,1,1,0,1,3,high_risk
6889,86,1343,James Ramsey,"Carroll, King and Scott",Meals,2025-07-13 20:39:13.672950,5356.35,True,GB,431.93,1189.43,1,1,1,0,1,3,high_risk
37354,85,733,Matthew Bowers,"Fox, Chapman and Stone",Office Supplies,2025-12-14 03:48:13.672950,5329.09,True,DE,597.31,1506.69,1,1,1,0,1,3,high_risk
19056,39,397,Denise Weber,"Lewis, Holloway and Acosta",Software,2025-11-03 03:29:13.750005,2701.04,True,DE,343.7,665.0,4,0,1,1,1,3,high_risk
45809,47,1788,Mary Buchanan,Chapman-Henry,Advertising,2026-06-22 22:25:13.750005,2311.75,True,CA,355.95,598.73,4,0,1,1,1,3,high_risk
22226,35,239,Hayley Hawkins,"Turner, Robbins and Young",Meals,2026-04-07 05:18:13.672950,39755.28,False,US,1665.93,7278.77,1,1,1,0,0,2,high_risk
41305,92,1360,Marcus Garza Jr.,Dennis-Butler,Advertising,2025-11-10 01:16:13.672950,18478.98,False,US,957.64,3546.88,1,1,1,0,0,2,high_risk
12181,93,1693,Daniel Valdez,Horton and Sons,Cloud Infrastructure,2026-05-29 04:21:13.672950,18356.73,False,US,1089.25,3822.2,1,1,1,0,0,2,high_risk
29410,44,594,Brent Hall,Friedman PLC,Office Supplies,2025-09-07 15:18:13.672950,17118.91,False,US,1250.41,3861.84,1,1,1,0,0,2,high_risk
32869,85,602,Brittany Price,Bowers Group,Office Supplies,2025-10-23 09:21:13.672950,16147.15,False,US,797.46,3211.71,1,1,1,0,0,2,high_risk
17264,39,571,Nathan Nichols,Edwards-Ramsey,Meals,2025-09-19 18:58:13.672950,15850.16,False,US,1128.47,3366.2,1,1,1,0,0,2,high_risk
16412,71,502,Michael Love,Oneill and Sons,Travel,2026-06-19 22:49:13.672950,15025.95,False,US,980.86,3157.39,1,1,1,0,0,2,high_risk
49967,57,519,David Murray,AWS,Cloud Infrastructure,2025-08-22 14:51:13.672950,14432.04,False,US,1056.41,3246.96,1,1,1,0,0,2,high_risk
40750,99,1502,Brandon Rodriguez,Ferguson-Smith,Cloud Infrastructure,2026-04-25 12:37:13.672950,12872.26,False,US,773.77,2716.56,1,1,1,0,0,2,high_risk
1103,40,343,Austin Allen,"Mayer, White and Smith",Office Supplies,2026-03-18 13:29:13.672950,12715.52,False,US,911.8,2513.84,1,1,1,0,0,2,high_risk
37256,21,1129,Danielle Gonzalez,"Chambers, Morrison and Thompson",Professional Services,2026-04-26 09:35:13.672950,12243.13,False,US,520.74,2116.52,1,1,1,0,0,2,high_risk
21664,97,1976,Patrick Lindsey,Ferguson-Smith,Cloud Infrastructure,2026-05-06 05:27:13.672950,11418.36,False,US,950.01,2249.45,1,1,1,0,0,2,high_risk
43982,45,299,Michael Miller,Austin-Juarez,Travel,2025-07-18 17:51:13.672950,11032.79,False,US,881.98,2816.41,1,1,1,0,0,2,high_risk
13998,23,358,Bradley Coleman,Hawkins Inc,Travel,2025-07-06 18:31:13.672950,10978.48,False,US,938.6,2454.75,1,1,1,0,0,2,high_risk
5784,98,1351,Sonya Harvey,"Henderson, Alexander and Galvan",Transportation,2025-11-21 06:52:13.672950,10668.17,False,US,513.18,2032.56,1,1,1,0,0,2,high_risk
21815,9,907,Shannon Cohen,Williams Ltd,Office Supplies,2026-01-17 14:36:13.672950,10647.88,False,US,513.84,1991.36,1,1,1,0,0,2,high_risk
1129,59,1566,Angela Livingston,Tucker-Moody,Office Supplies,2026-03-11 20:23:13.672950,10468.52,False,US,642.69,2256.91,1,1,1,0,0,2,high_risk
31293,29,1514,Ryan Green,Anderson-Stewart,Travel,2026-02-04 03:03:13.672950,9802.36,False,US,522.91,1979.9,1,1,1,0,0,2,high_risk
24990,63,1025,Mr. William Mcgee Jr.,Friedman PLC,Office Supplies,2026-03-04 17:46:13.672950,9609.36,False,US,569.24,2024.48,1,1,1,0,0,2,high_risk
42434,54,1137,Ian Frazier,Salesforce,Cloud Infrastructure,2025-12-15 22:58:13.672950,9541.12,False,US,777.45,2431.95,1,1,1,0,0,2,high_risk
22168,17,1840,Brianna Murray,Reeves LLC,Travel,2025-12-04 13:41:13.672950,9251.52,False,US,554.09,1765.8,1,1,1,0,0,2,high_risk
16150,87,447,Ryan Luna,Friedman PLC,Office Supplies,2025-09-11 05:56:13.672950,9028.93,False,US,430.54,1538.29,1,1,1,0,0,2,high_risk
1135,80,177,Amanda Diaz,Palmer PLC,Meals,2025-08-13 22:12:13.672950,8681.85,False,US,431.43,1573.83,1,1,1,0,0,2,high_risk
13941,31,562,Charles Payne,Frazier Group,Office Supplies,2025-08-23 21:50:13.672950,8530.11,False,US,454.75,1593.99,1,1,1,0,0,2,high_risk
45159,99,1586,Eric Sullivan,"Adams, Hernandez and Vaughn",Transportation,2025-12-04 23:43:13.672950,8454.29,False,US,453.49,1707.68,1,1,1,0,0,2,high_risk
43638,85,1278,Sheena Davidson,Palmer PLC,Meals,2025-07-20 14:52:13.672950,8442.04,False,US,433.13,1637.88,1,1,1,0,0,2,high_risk
41272,48,8,Angel Riggs,Anderson-Mcclain,Transportation,2025-11-10 23:30:13.672950,8388.48,False,US,802.08,2164.94,1,1,1,0,0,2,high_risk
9008,20,1724,Ryan Pruitt,Allen Group,Cloud Infrastructure,2026-02-03 09:37:13.672950,8293.95,False,US,673.21,1980.45,1,1,1,0,0,2,high_risk
7647,76,1748,Timothy Shah,Scott-Wilson,Meals,2025-08-04 01:51:13.672950,8166.36,False,US,998.63,1961.3,1,1,1,0,0,2,high_risk
4663,38,948,John Figueroa,"Curry, Estrada and Anderson",Professional Services,2025-12-30 14:22:13.672950,8136.77,False,US,488.42,1561.3,1,1,1,0,0,2,high_risk
20627,66,1060,Megan English,Horton and Sons,Cloud Infrastructure,2026-05-01 13:56:13.672950,7549.38,False,US,386.52,1406.98,1,1,1,0,0,2,high_risk
8012,99,989,Jason Martin,Nelson-King,Professional Services,2025-12-24 13:52:13.672950,7534.91,False,US,975.92,2124.25,1,1,1,0,0,2,high_risk
41743,74,1231,John Sanchez,Bowers Group,Office Supplies,2026-06-22 21:08:13.672950,7188.54,False,US,401.42,1364.9,1,1,1,0,0,2,high_risk
21583,30,220,Jessica Rodriguez,"Sullivan, Gonzalez and Turner",Cloud Infrastructure,2025-10-24 05:48:13.672950,7141.45,False,US,436.41,1406.42,1,1,1,0,0,2,high_risk
43153,71,1451,Brianna Johnson,"Ward, Jordan and Orr",Cloud Infrastructure,2025-09-10 19:34:13.672950,6951.88,False,US,502.61,1448.02,1,1,1,0,0,2,high_risk
48306,52,884,Laura Young,"Garza, Carr and Gregory",Advertising,2026-04-17 21:09:13.672950,6894.67,False,US,455.93,1479.47,1,1,1,0,0,2,high_risk
265,23,1277,Louis Ford,Zuniga LLC,Office Supplies,2025-07-12 07:31:13.672950,6679.43,False,US,577.48,1635.31,1,1,1,0,0,2,high_risk
41151,57,382,Carrie Ward,"Todd, Bernard and Boyd",Software,2025-11-20 20:03:13.672950,6497.65,False,US,337.86,1211.36,1,1,1,0,0,2,high_risk
28517,95,690,Kayla Mccullough,Hunt-Burns,Transportation,2025-11-16 23:46:13.672950,6482.57,False,US,746.44,1580.91,1,1,1,0,0,2,high_risk
22304,28,858,Heather Bennett,Lewis-Fuentes,Advertising,2026-02-09 01:44:13.672950,6456.38,False,US,384.6,1326.63,1,1,1,0,0,2,high_risk
5456,92,713,Mario Barber,"Fox, Chapman and Stone",Office Supplies,2026-04-24 08:03:13.672950,6235.99,False,US,331.01,1185.9,1,1,1,0,0,2,high_risk
21295,17,1401,Michael Osborn,"Ward, Jordan and Orr",Cloud Infrastructure,2026-04-29 07:25:13.672950,6199.87,False,US,356.09,1307.57,1,1,1,0,0,2,high_risk
34779,42,1013,Kelly Manning,"Turner, Robbins and Young",Meals,2025-08-27 20:44:13.672950,6157.55,False,US,377.6,1236.84,1,1,1,0,0,2,high_risk
11629,72,185,Megan Sanders,Google Cloud,Transportation,2025-12-10 00:55:13.672950,6098.54,False,US,540.91,1604.98,1,1,1,0,0,2,high_risk
